"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
633355,511318,MONTGOMERY GENERAL HOSPITAL,401 6TH AVENUE,MONTGOMERY,WV,25136,FAYETTE,13220,U,CAH,1,2,01/01/2017,12/31/2017,185.31,,,2557,32,3047,25,9125,,143,11,201,69,,492,32,716,25,9125,,143,11,201,88761,3029840,1470813,1470813,10729277,10619304,415508,18193618,12000414,26631878,38632292,,,,,,,514495,,,8720085,-5935898,372084,83329,,3754095,869878,378715,12579917,,9460208,8751615,,,3416811,,,,7170906,817600,757122,301043,,,167265,2043030,,4182354,,342186,4524540,6567570,603336,603336,7170906,,,,,,,,,11962825,31664148,43626973,22932448,20694525,21348581,-654056,258973,-395083,6500,-401583,0.470943,6082250,12150650,,
633421,373035,PAM REHAB HOSPITAL OF TULSA,10020 EAST 91ST STREET,TULSA,OK,74133,,46140,U,RH,5,5,03/31/2017,04/30/2017,63.56,,,315,,466,41,1271,,35,,39,41,,315,,466,41,1271,,35,,39,,,,,351756,518020,8659,632465,1351941,19422,1371363,,,,,,,,,,635824,-6171,28600,24090,,751612,,,,884,,253581,,,245035,,,,996647,384728,160008,1988,,,,546724,,,,350000,350000,896724,99923,99923,996647,,,,,,,,,1351942,19422,1371364,750751,620613,869776,-249163,1866,-247297,,-247297,,,,,
633502,371311,JEFFERSON COUNTY HOSPITAL,INTERSECTION HWY 70 & 81,WAURIKA,OK,73573-,JEFFERSON,99937,R,CAH,1,9,02/01/2017,06/30/2017,38.2,,,93,3,287,25,3750,,7,1,18,25,,19,3,56,25,3750,,7,1,18,3711,146180,187654,433327,1225965,893795,55834,2516316,323005,1676718,1999723,,,,,,,80168,,,2615056,-1164295,61823,157719,3354,-726798,,,143936,,573047,389375,,,1050524,,,,323726,143434,127411,,,,,270845,,,,25592,25592,296437,27289,27289,323726,,,,,,,,,276364,1938365,2214729,767253,1447476,2119760,-672284,699573,27289,,27289,1.258332,114489,286222,,
633588,373300,J D MCCARTY HANDICAPPED CTR,2002 E ROBINSON ST,NORMAN,OK,73071-7420,,,NA,CH,9,13,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633659,451325,CONCHO COUNTY HOSPITAL,314 EAKER,EDEN,TX,76837-,CONCHO,99945,R,CAH,1,11,10/01/2016,09/30/2017,48.65,,,406,,521,16,5840,,63,,85,16,,204,,254,16,5840,,63,,85,86422,693579,825040,938328,3177499,5339013,627433,5166036,963684,3472147,4435831,,,,,,,3153213,,,2375226,-2026484,187951,345189,,4044583,105513,35382,6335513,,2953964,,,,5504997,1457477,157063,1614540,11164120,104550,211531,,476998,,41947,835026,,299232,,68503,367735,1202761,9961359,9961359,11164120,,,,,,,,,1113282,6973502,8086784,2330576,5756208,8516512,-2760304,1948857,-811447,444130,-1255577,1.164615,189316,259832,,
633684,104074,PARK ROYAL HOSPITAL,9241 PARK ROYAL DRIVE,FORT MYERS,FL,33908,LEE,15980,U,PH,4,4,01/01/2017,12/31/2017,195.63,,,12858,,28975,103,37595,,1270,,3924,103,,12858,,28975,103,37595,,1270,,3924,,,,,9048966,16195811,832540,19096245,43815470,5568450,49383920,,,,,,,-132356,,,6273510,-2146875,,127261,93663,4215203,2321108,,18251275,817901,,1887369,,,19162820,671747,2390043,3061790,26439813,698089,480372,,,,255203,1433664,,22009057,,-685071,21323986,22757650,3682163,3682163,26439813,,,,,,,,,43815470,5568450,49383920,26632270,22751650,25244777,-2493127,2053855,-439272,,-439272,,,,,
634127,100328,THE MIAMI MEDICAL CENTER,5959 NW 7TH AVENUE,MIAMI,FL,33126,,,NA,STH,1,2,01/01/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634150,400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,PR,00912,,,NA,STH,1,2,09/15/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634196,103303,SHRINERS HOSPITAL FOR CHILDREN TAMPA,12505 USF PINE DRIVE,TAMPA,FL,33612,,,NA,CH,7,2,01/01/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634594,404005,SAN JUAN CP HOSPITAL,RR #2  BUZON 11,SAN JUAN,PR,00926,SAN JUAN,41980,U,PH,4,4,01/01/2017,12/31/2017,327.14,,,2854,,50485,172,62780,,333,,6574,172,,2854,,50485,172,62780,,333,,6574,,,,,10403365,20262100,1218118,21783999,66918010,20874573,87792583,,,,,,,3230229,,,15416396,-847345,76185,322721,167668,12443586,2600,,15737787,4831595,,147632,,,16933524,,28619951,28619951,57997061,1748520,897425,68151,,,850568,3564664,,,,27159720,27159720,30724384,27272677,27272677,57997061,,,,,,,,,66918010,21171373,88089383,53418705,34670678,30665465,4005213,3171746,7176959,3,7176956,,,,,
634742,130067,IDAHO DOCTORS HOSPITAL,350 NORTH MERIDIAN STREET,BLACKFOOT,ID,93221-1625,,,NA,STH,1,5,01/01/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637470,054155,BAKERSFIELD BEHAVIORAL HEALTHCARE HO,5201 WHITE LN,BAKERSFIELD,CA,93309,KERN,12540,U,PH,4,4,10/18/2016,12/31/2016,188.05,,,598,904,3077,90,6750,,67,151,506,90,,598,904,3077,90,6750,,67,151,506,,,,,8480783,7005126,22450,13529959,30697524,4569696,35267220,,,,,,,802175,,,3170695,,9546,,189956,4355585,,,,192568,,,,,192568,,-30736,-30736,4517417,1134273,,,,,,9058979,,,,55700,55700,9114679,-4597262,-4597262,4517417,,,,,,,,,30697524,4569696,35267220,24446790,10820430,15485909,-4665479,46193,-4619286,,-4619286,,,,,
637479,104008,JEROME GOLDEN CENTER FOR BEHAVIORAL,1041 WEST 45TH STREET,WEST PALM BEACH,FL,33407,,48424,U,PH,4,2,10/01/2016,09/30/2017,286.15,,,1803,,12736,44,16060,,185,,1781,44,,1803,,12736,44,16060,,185,,1781,,,,,11560573,13126109,766242,15822339,11007977,10907276,21915253,,,,,,,57036,,,1470351,,89202,675409,437510,4053332,970965,135026,10472573,158789,2616097,2863196,,,5358230,16575,10465,35387,9446949,1331113,412291,187127,,10334,593872,2850186,,,,,,2850186,6423974,6596763,9446949,,,,,,,,,11002977,10907276,21910253,,21910253,24686682,-2776429,704049,-2072380,,-2072380,,,,,
637626,144039,GARFIELD PARK HOSPITAL  LLC,520 NORTH RIDGEWAY AVE,CHICAGO,IL,60624,,,NA,PH,4,4,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637757,104049,SOUTHERN WINDS HEALTH,4225 W 20TH AVENUE,HIALEAH,FL,33012,,33124,U,PH,4,4,01/01/2017,12/31/2017,97.32,,,5911,,11537,72,26280,,598,,1921,72,,5911,,11537,72,26280,,598,,1921,,,,,4367933,4851146,17925,8570400,19220251,685040,19905291,,,,,,,-14527,,,2581369,-158311,,73163,,2481694,,,,114130,,177142,,,268321,,,,2750015,2051589,,,,,294454,2346043,,,,,,2346043,403972,403972,2750015,,,,,,,,,19220250,685040,19905290,11317495,8587795,9219079,-631284,37101,-594183,,-594183,,,,,
637853,491306,PIONEER HLTH SERVICES OF PATRICK CO,ROUTE 2,STUART,VA,24171,PATRICK,40060,R,CAH,1,4,01/01/2017,10/15/2017,96.2,,,1607,2,2355,25,7200,,153,1,258,25,,550,2,910,25,7200,,153,1,258,122767,1218949,803518,1401640,3232710,5873755,378430,9272269,3591914,11980815,15572729,,,,,,,987559,,,2139361,-1658660,220715,-7430,31835,222362,80249,,7421709,221527,117947,878266,1193286,1575765,8621548,,,,8843910,2493549,152035,268768,,,783596,3697948,,9503357,,,9503357,13201305,-4357395,-4357395,8843910,,,,,,,,,3608239,12883675,16491914,9688773,6803141,9106465,-2303324,22459,-2280865,,-2280865,0.595417,563452,1921499,4192,36400
638002,334027,SOUTH OAKS HOSPITAL,400 SUNRISE HIGHWAY,AMITYVILLE,NY,11701,SUFFOLK,35004,U,PH,4,2,01/01/2017,12/31/2017,875.6,,,9183,7011,55040,197,71905,,601,476,5022,517,,9183,7011,55040,197,71905,,601,476,5022,,,,,73524946,57297209,2294634,91363588,183015598,17341556,200357154,,,73524946,,,,19407378,90226,,18037848,-4961046,,,1857926,36013230,17396000,1467522,21939707,,2215635,6395453,280184,,40777443,,8676217,8676217,85466890,4827182,6251795,,,,12165527,26634263,,44989106,,14403465,59392571,86026834,-559944,-559944,85466890,,,,,,,,,184080120,22990783,207070903,103718816,103352087,130822155,-27470068,34716354,7246286,-84704,7330990,,,,,
638045,074015,ALBERT J SOLNIT CHILDRENS CENTER,915 RIVER ROAD,MIDDLETOWN,CT,06457,,,NA,PH,4,3,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638072,334064,SAGAMORE CHILDRENS PSYCH CENTER,197 HALF HOLLOW ROAD,DIX HILLS,NY,11746,,,NA,PH,4,3,04/01/2017,03/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638073,334065,WNY CHILDRENS PSYCH CENTER,1010 EAST AND WEST ROAD,WEST SENECA,NY,14224,,,NA,PH,4,3,04/01/2017,03/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638074,334066,ROCKLAND CHILDRENS PSYCH CENTER,2 FIRST AVENUE,ORANGEBURG,NY,10962,,,NA,PH,4,3,04/01/2017,03/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638100,042011,ADVANCED CARE HOSPITAL OF WHITE CO.,1200 SOUTH MAIN STREET,SEARCY,AR,72143,WHITE,99904,R,LTCH,2,6,10/01/2016,09/30/2017,56.31,,,3338,162,4672,27,9855,,117,9,166,27,,3338,162,4672,27,9855,,117,9,166,,,,,3102476,3617034,65626,6574073,22030071,,22030071,,,,,,,379025,,,5413233,-4513971,145028,35521,,1487170,,,,,,900473,,,301616,,,,1788786,235359,107891,44499,153298,,193591,734638,,,,,,734638,1054148,1054148,1788786,,,,,,,,,22030060,,22030060,16353133,5676927,6719510,-1042583,130837,-911746,,-911746,,,,,
638191,102021,BAYCARE ALLIANT HOSPITAL,601 MAIN STREET,DUNEDIN,FL,34698-5848,PINELLAS,45300,U,LTCH,2,2,01/01/2017,12/31/2017,103,,,5360,119,10444,48,17520,,216,4,387,48,,4672,104,9088,42,15330,,216,4,387,,,,,6886051,12176462,195311,19416074,69332054,17003,69349057,,,,,,,4630706,,,7518173,-5325330,,87779,,4613806,,,,258128,1302156,,,,1062121,15959,160769,176728,5852655,140750,122006,,598910,,,861666,,,,3812716,3812716,4674382,1178273,1178273,5852655,,,,,,,,,70643654,,70643654,51190595,19453059,19062513,390546,5312,395858,,395858,,,,,
638228,222000,SPAULDING HOSPITAL CAMBRIDGE,SPAULDING HOSPITAL CAMBRIDGE,CAMBRIDGE,MA,02138,MIDDLESEX,15764,U,LTCH,2,2,10/01/2016,09/30/2017,558.94,,,15770,3630,42475,180,65700,,549,87,1336,180,,15770,3630,42475,180,65700,,549,87,1336,,,,,35210261,42341462,2969716,75479307,165623705,801742,166425447,,,35210261,,,,4948000,,,11740000,,,,702000,17733000,21000000,12353,25915596,,,21412371,,,49430000,187000,,187000,67350000,806000,734000,,,,101000,5159000,,,,4944000,4944000,10103000,57247000,57247000,67350000,,,,,,,,,166412000,13000,166425000,104941000,61484000,77657723,-16173723,7213000,-8960723,,-8960723,,,,,
638323,392028,CURAHEALTH PITTSBURGH,7777 STEUBENVILLE PIKE,OAKDALE,PA,15071,ALLEGHENY,38300,U,LTCH,2,4,10/01/2016,08/31/2017,70.8,,,3603,,6634,63,21105,,149,,260,63,,3603,,6634,63,21105,,149,,260,,,,,4178823,6317750,235361,9634355,35748058,,35748058,995482,,4178823,1552041,,,-484019,,,691103,,,79043,,3134636,,,,,,2407014,,,1289921,,-1024249,-1024249,3400308,448896,216649,12261,1759377,,968,2438151,,1252411,,,1252411,3690562,-290254,-290254,3400308,,,,,,,,,35748058,,35748058,25818155,9929903,10496573,-566670,17331,-549339,,-549339,,,,,
638385,171358,LINDSBORG COMMUNITY HOSPITAL,605 WEST LINCOLN,LINDSBORG,KS,64756-,MCPHERSON,99917,R,CAH,1,2,10/01/2016,09/30/2017,83.22,,,1384,,1531,23,8395,,90,,99,23,,305,,327,23,8395,,90,,99,149447,296899,334632,662850,5387114,5353491,91997,8623451,3780701,9839410,13620111,,,,,,,60612,368249,,2070610,-498621,178350,3819333,,5998533,10442,257256,2687718,,,3411237,,,1942584,711794,,711794,8652911,85656,234283,,,,-30,1116317,,171002,,,171002,1287319,7365592,7365592,8652911,,,,,,,,,3780761,11834678,15615439,6989486,8625953,10740605,-2114652,4744845,2630193,,2630193,0.633141,-112601,340552,,
638821,184013,GREEN RIVER VALLEY,PO BOX 1637,OWENSBORO,KY,42302,,,NA,PH,4,5,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638841,341328,MURPHY MEDICAL CENTER,3990 E US HIGHWAY 64 ALT,MURPHY,NC,28906-,CHEROKEE,99934,R,CAH,1,2,07/01/2017,06/30/2018,361.87,,,3237,1154,6493,25,9125,,865,392,1791,159,,3237,827,6140,25,9125,,865,392,1791,1211220,5822750,3004522,3004522,27700318,44207064,2392752,53710564,37317276,141478420,178795696,,,,,,,3137844,9489600,,5662908,,1305268,414841,,20010461,3835329,,26920795,349967,,26621318,,,13282235,,2233761,2233761,35526457,1436273,2641132,,,,4073501,8150906,,168505,,,168505,8319411,27207046,27207046,35526457,,,,,,,,,38139869,148535438,186675307,126924085,59751222,71907382,-12156160,9204113,-2952047,,-2952047,0.300402,7170147,22609932,,
638842,344031,STRATEGIC BEHAVIORAL CENTER-CHARLOTT,1715 SHARON W ROAD,CHARLOTTE,NC,28210,,,NA,PH,1,4,01/01/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638914,423300,SHRINERS HOSPITALS FOR CHILDREN,950 W FARIS ROAD,GREENVILLE,SC,29605,,,NA,CH,2,4,01/01/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639091,344026,CHERRY HOSPITAL,1401 WEST ASH STREET,GOLDSBORO,NC,27530,WAYNE,24140,U,PH,4,10,07/01/2017,06/30/2018,1089,1.51,,5434,5327,81555,243,87556,,123,137,839,243,,5434,5327,81555,243,87556,,123,137,839,,,,,59813525,88988988,4124168,97339178,116223899,,116223899,,,59846425,,,,,,,1890584,,1240230,,,3130814,107228,4612017,171328200,,,6153937,29661,,127507068,,,,130637882,,,,,1796815,,1796815,,,,,,1796815,128841067,128841067,130637882,,,,,,,,,6989058,,6989058,,6989058,46353375,-39364317,1248478,-38115839,47109355,-85225194,,,,,
639164,511313,BOONE MEMORIAL HOSPITAL,701 MADISON,MADISON,WV,25130-,BOONE,99951,R,CAH,1,9,07/01/2017,06/30/2018,173.77,,,2450,29,3887,25,9125,,351,11,573,25,,1220,29,2014,25,9125,,351,11,573,789285,1401733,1334748,1356243,12608697,23026142,2559769,32825067,8973076,74861931,83835007,,,,,,,8356494,,,18025437,-14348404,581709,135766,,12828679,268927,4080124,30518451,,2031802,6590919,,,35942840,,299,299,48771818,1128871,1574329,3413,,,510633,3217246,33832512,,,3614351,37446863,40664109,8107709,8107709,48771818,,,,,,,,,10002848,81452062,91454910,58627821,32827089,35634839,-2807750,974037,-1833713,,-1833713,0.391544,731179,2380364,72313,239584
639166,511316,GRANT MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,PETERSBURG,WV,26847,GRANT,99951,R,CAH,1,9,07/01/2017,06/30/2018,307.45,,,3929,83,6739,25,9125,,669,17,1250,45,,2697,54,4564,22,8030,,669,17,1250,389284,1993478,1143905,1143905,14224390,23132834,1496360,31057291,24205800,57310738,81516538,,,,,,,3502012,,,4403503,,1161483,203357,709798,10144779,70684,438134,16783314,,,13613347,,,6221308,5950030,857761,6807791,23173878,1535158,1542534,,300734,,3658372,7036798,,181526,,,181526,7218324,15955554,15955554,23173878,,,,,,,,,24231736,60313029,84544765,48599030,35945735,37357224,-1411489,1738925,327436,,327436,0.380994,6970065,15758683,,
639224,104070,PORT ST LUCIE HOSPITAL,2550 SE WALTON ROAD,PORT ST. LUCIE,FL,34952,ST. LUCIE,38940,U,PH,4,4,01/01/2017,12/31/2017,145,,,17281,,23555,75,27375,,933,,1454,75,,17281,,23555,75,27375,,933,,1454,,,,,7182022,5816562,120180,10272725,35215502,2002110,37217612,,,7182022,,,,20732,,,1405850,,113224,,84076,1623882,,,,,,2182495,,,688747,,251258,251258,2563887,819569,478203,,,,-2694028,-1396256,,,,,,-1396256,3960143,3960143,2563887,,,,,,,,,37901832,2002110,39903942,23861896,16042046,12998584,3043462,7902,3051364,1,3051363,,,,,
639238,154056,EVANSVILLE STATE HOSPITAL,3400 LINCOLN AVE,EVANSVILLE,IN,47714,,,NA,PH,4,10,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639359,404007,HOSPITAL PSIQUIATRICO CABO ROJO,CALLE MUNOZ RIVERA 108,CABO ROJO,PR,00623,CABO ROJO,41900,U,PH,4,4,01/01/2017,12/31/2017,105.22,,,1032,,7114,43,15695,,131,,1244,43,,1032,,7114,43,15695,,131,,1244,,,,,2907480,5005920,202916,6330758,2748724,7282661,10031385,,,,,,,1294484,,,1536422,-113135,70058,181359,,3043491,160000,47865,2666930,707286,433360,1177694,,,3625254,,112319,112319,6781064,222322,241537,,27817,,,1000596,,265609,,,265609,1266205,5514859,5514859,6781064,,,,,,,,,2748724,7282661,10031385,1301778,8729607,7913400,816207,33624,849831,,849831,,,,,
639461,171347,SHERIDAN COUNTY HEALTH COMPLEX,826 18TH STREET,HOXIE,KS,67740-0167,SHERIDAN,99917,R,CAH,1,9,01/01/2017,12/31/2017,87.26,,,1367,,1886,18,6570,,135,,168,50,,389,,501,18,6570,,135,,168,72680,63031,122729,155843,5753230,5552742,79196,8208885,6441365,3896879,10338244,,,,,,,3042553,212713,,1031401,-276000,229422,70838,271250,4738581,18208,197823,3797312,,1051437,4258851,,,2489288,,,,7227869,256494,368220,130583,92072,14175,,861544,,616485,,,616485,1478029,5749840,5749840,7227869,,,,,,,,,6640695,5889121,12529816,3807394,8722422,11305972,-2583550,2780875,197325,,197325,0.794031,128835,203958,,
639531,443303,EAST TENNESSEE CHILDRENS HOSPITAL,2018 CLINCH AVE,KNOXVILLE,TN,37916-2301,,,NA,CH,7,2,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639717,154008,LARUE D CARTER MEMORIAL HOSPITAL,2601 COLD SPRING ROAD,INDIANAPOLIS,IN,46222,,,NA,PH,4,4,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639730,171300,GRISELL MEMORIAL HOSPITAL DIST #1,210 S VERMONT,RANSOM,KS,67572-,NESS,99917,R,CAH,1,11,01/01/2017,12/31/2017,45.01,,,206,,236,12,4380,,24,,31,42,,70,,88,12,4380,,24,,31,2909,16750,8771,8771,2566294,3512094,148229,5907627,1576295,1285228,2861523,,,,,,,578939,,,1680536,,76706,25173,,2361354,4000,45537,1654995,,1356426,933588,,,1212799,1408271,,1408271,4982424,1302572,421941,60732,98892,,,1884137,,66311,,,66311,1950448,3031976,3031976,4982424,,,,,,,,,1588980,1306357,2895337,-1015350,3910687,6078388,-2167701,1496028,-671673,,-671673,2.064504,72592,26339,,
639783,264028,HAWTHORN CHILDRENS PSYCH. CTR.,S,ST LOUIS,MO,63133-1325,,,NA,PH,4,10,07/01/2017,06/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639811,222047,WHITTIER HOSPITAL-BRADFORD,145 WARD HILL AVENUE,BRADFORD,MA,01835,ESSEX,37764,U,LTCH,2,4,10/01/2016,09/30/2017,222.79,,,13887,,17666,60,21900,,632,,801,60,,13887,,17666,60,21900,,632,,801,,,-1998,-1998,16201731,11898605,2002104,26585804,62997694,10751510,73749204,,,16201731,552990,,,6597231,,,5843085,-175000,,134657,81823,11377455,,,,672131,57905,1698682,,,1160307,,,,12537762,611641,7839849,,,,783062,9108740,,,,,,9108740,3429022,3429022,12537762,,,,,,,,,62686233,10862151,73548384,46188701,27359683,29163088,-1803405,1775620,-27785,,-27785,0.360489,,,,
639857,152028,VIBRA HOSPITAL OF NORTHWEST INDIANA,9509 GEORGIA STREET,CROWN POINT,IN,46307-6518,LAKE,23844,U,LTCH,2,6,11/01/2016,10/31/2017,116.29,,,9854,,12371,40,14600,,395,,498,40,,9854,,12371,40,14600,,395,,498,,,,,7756373,10061535,89080,18475107,70610002,,70610002,,,7756373,,,,-85384,,,2788270,,158062,749832,91505,3702285,,91650,,15183,2906,,515362,,340022,,8544043,8544043,12586350,901510,635593,49685,,,290757,167828,,,,1272256,1272256,1440084,11146266,11146266,12586350,,,,,,,,,70186498,,70186498,52082069,18104429,17817908,286521,26354,312875,177362,135513,,,,,
639959,152027,VIBRA HOSP FORT WAYNE,2200 RANDALLIA DRIVE,FORT WAYNE,IN,46805-4638,ALLEN,23060,U,LTCH,2,6,11/01/2016,10/31/2017,84.09,,,4828,,8222,48,17520,,223,,346,48,,4828,,8222,48,17520,,223,,346,,,,,5730484,7922782,55601,13097082,34662126,354,34662480,,,5730484,,,,-9172,,,2696394,,154109,222446,36867,3100644,,6534,,9850,3165,,327991,,198355,,481574,481574,3780573,522753,500853,-265580,,,123800,1726650,,,,618446,618446,2345096,1435477,1435477,3780573,,,,,,,,,34112142,,34112142,20936975,13175167,13653266,-478099,19515,-458584,130244,-588828,,,,,
640055,454060,LAUREL RIDGE HOSPITAL,17720 CORPORATE WOODS DR,SAN ANTONIO,TX,78259,BEXAR,41700,U,PH,4,4,01/01/2017,12/31/2017,382.32,,,7117,1745,66054,208,75920,,667,213,7485,250,,7117,1745,66054,208,75920,,667,213,7485,,,,,22783118,21985673,1860826,36750939,110133300,15061985,125195285,,,,,,,-187178,,,12337689,-4795357,167743,78670,,7788987,2877840,,,20039679,,2880421,,,18212459,51417492,910913,52328405,78329851,1497631,542632,747456,,,404096,3191815,,,,-26214725,-26214725,-23022910,101352761,101352761,78329851,,,,,,,,,110984669,15305653,126290322,62961861,63328461,46672205,16656256,21482,16677738,,16677738,,,,,
